,Make,AccidentArea,Sex,MaritalStatus,Age,Fault,PolicyType,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,delay_weeks
14977,Pontiac,Urban,Male,Married,76,Policy Holder,Sedan - Collision,more than 69000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,61
14978,Pontiac,Urban,Male,Married,44,Policy Holder,Sedan - Collision,30000 to 39000,1,400,3,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,61
14979,Mazda,Urban,Male,Married,30,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,62
14980,Mazda,Urban,Male,Married,40,Policy Holder,Sedan - Liability,40000 to 59000,0,400,3,more than 30,none,7 years,No,No,Internal,none,no change,1 vehicle,2
14981,Toyota,Urban,Male,Married,49,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
14982,Honda,Rural,Male,Married,30,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,60
14983,Honda,Rural,Male,Single,29,Policy Holder,Sport - Collision,more than 69000,0,400,3,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,62
14984,Honda,Urban,Male,Married,78,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,60
14985,Mazda,Urban,Male,Married,28,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,61
14986,Chevrolet,Urban,Female,Married,33,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,60
14987,Pontiac,Urban,Male,Married,33,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,61
14988,Toyota,Urban,Male,Married,32,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,60
14989,Toyota,Urban,Female,Single,33,Policy Holder,Sedan - Liability,less than 20000,0,400,1,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,60
14990,Mazda,Urban,Male,Married,37,Third Party,Sedan - All Perils,less than 20000,0,400,1,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
14991,Pontiac,Urban,Female,Married,40,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,60
14992,Ford,Urban,Female,Single,26,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,5
14993,Toyota,Urban,Female,Single,24,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,5 years,No,No,External,1 to 2,no change,1 vehicle,60
14994,Chevrolet,Urban,Female,Married,27,Policy Holder,Sedan - Liability,20000 to 29000,0,500,1,more than 30,more than 4,7 years,No,No,External,3 to 5,2 to 3 years,2 vehicles,60
14995,Honda,Urban,Male,Married,48,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,61
14996,Pontiac,Urban,Male,Married,51,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,60
14997,Mercury,Urban,Male,Married,26,Policy Holder,Sedan - All Perils,20000 to 29000,1,400,4,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,60
14998,Honda,Urban,Male,Single,30,Third Party,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,60
14999,Accura,Urban,Male,Married,34,Policy Holder,Sedan - Collision,30000 to 39000,0,400,3,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,62
15000,Pontiac,Urban,Male,Single,33,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,61
15001,Chevrolet,Urban,Female,Married,35,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,6 years,No,No,External,3 to 5,no change,1 vehicle,60
15002,Mazda,Urban,Male,Married,52,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,3
15003,Ford,Urban,Female,Single,25,Third Party,Sedan - Liability,30000 to 39000,0,400,4,more than 30,1,4 years,No,No,External,3 to 5,no change,1 vehicle,61
15004,Pontiac,Urban,Male,Married,44,Policy Holder,Sedan - Liability,less than 20000,0,700,3,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,60
15005,Pontiac,Urban,Male,Married,64,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,61
15006,Pontiac,Urban,Female,Married,49,Policy Holder,Sedan - Liability,more than 69000,0,400,2,more than 30,more than 4,6 years,No,No,External,more than 5,no change,3 to 4,60
15007,Mercury,Urban,Male,Married,38,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,61
15008,Toyota,Urban,Male,Married,65,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,more than 7,Yes,No,External,more than 5,no change,1 vehicle,60
15009,Mazda,Rural,Female,Single,29,Third Party,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,61
15010,Honda,Urban,Male,Single,40,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,61
15011,Pontiac,Urban,Male,Married,32,Policy Holder,Sedan - Liability,30000 to 39000,1,400,3,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,61
15012,Pontiac,Rural,Male,Married,61,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,60
15013,Honda,Urban,Male,Married,56,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,61
15014,Accura,Urban,Male,Married,40,Policy Holder,Sedan - Collision,more than 69000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,2
15015,Pontiac,Urban,Male,Single,34,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,6 years,No,No,External,1 to 2,1 year,2 vehicles,60
15016,Mazda,Urban,Male,Single,44,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
15017,Chevrolet,Urban,Male,Married,37,Third Party,Sedan - Collision,more than 69000,0,400,4,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,61
15018,Mazda,Urban,Male,Married,61,Third Party,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,61
15019,Mazda,Urban,Male,Married,33,Policy Holder,Sedan - Collision,30000 to 39000,0,400,2,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,62
15020,Toyota,Urban,Male,Married,37,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,60
15021,Honda,Urban,Male,Married,36,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
15022,Toyota,Urban,Female,Married,34,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,62
15023,Toyota,Urban,Male,Married,44,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,60
15024,Mazda,Urban,Male,Single,27,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,60
15025,Honda,Urban,Male,Single,31,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,60
15026,Mazda,Urban,Male,Single,35,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,60
15027,Toyota,Urban,Male,Married,38,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,60
15028,Honda,Urban,Female,Single,28,Third Party,Sedan - Collision,20000 to 29000,0,400,3,8 to 15,1,6 years,Yes,No,External,none,no change,1 vehicle,61
15029,Toyota,Urban,Male,Single,31,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,4 years,No,No,External,none,no change,1 vehicle,61
15030,Pontiac,Urban,Male,Single,18,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,2 years,Yes,No,External,1 to 2,no change,1 vehicle,61
15031,Honda,Rural,Male,Married,41,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,60
15032,Honda,Urban,Male,Married,28,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,5 years,No,No,External,1 to 2,no change,1 vehicle,60
15033,Chevrolet,Urban,Male,Married,33,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,60
15034,Mazda,Urban,Female,Single,42,Third Party,Sedan - Liability,40000 to 59000,0,400,4,more than 30,more than 4,7 years,Yes,No,External,3 to 5,no change,1 vehicle,61
15035,Pontiac,Urban,Female,Married,53,Third Party,Sedan - Liability,20000 to 29000,0,700,3,more than 30,none,more than 7,No,No,Internal,more than 5,no change,1 vehicle,61
15036,Honda,Urban,Male,Married,30,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,2 to 4,7 years,No,No,External,none,4 to 8 years,2 vehicles,60
15037,Chevrolet,Rural,Male,Single,23,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,64
15038,Chevrolet,Urban,Male,Married,50,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,60
15039,Toyota,Urban,Female,Divorced,53,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,9
15040,Pontiac,Urban,Female,Single,44,Third Party,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,60
15041,Chevrolet,Urban,Male,Single,34,Third Party,Sedan - Collision,more than 69000,0,400,3,more than 30,more than 4,5 years,No,No,External,1 to 2,no change,1 vehicle,60
15042,Mazda,Urban,Female,Married,32,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,4
15043,Toyota,Urban,Female,Married,49,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,60
15044,Chevrolet,Urban,Male,Married,32,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,61
15045,Mazda,Urban,Male,Married,45,Third Party,Sedan - All Perils,20000 to 29000,1,500,2,more than 30,none,6 years,No,No,External,none,2 to 3 years,1 vehicle,61
15046,Chevrolet,Urban,Female,Married,45,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,61
15047,Toyota,Urban,Male,Married,33,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,6 years,No,No,External,more than 5,no change,3 to 4,60
15048,Chevrolet,Rural,Male,Married,57,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,8
15049,Pontiac,Urban,Female,Married,36,Third Party,Sedan - Liability,20000 to 29000,0,400,4,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,60
15050,Chevrolet,Urban,Female,Single,32,Third Party,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,none,6 years,No,No,External,more than 5,no change,1 vehicle,3
15051,Toyota,Rural,Male,Single,27,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,2 to 4,5 years,No,No,External,1 to 2,no change,1 vehicle,2
15052,Pontiac,Rural,Male,Single,30,Policy Holder,Sedan - All Perils,30000 to 39000,0,400,3,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,30
15053,Pontiac,Urban,Female,Single,30,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,61
15054,Honda,Urban,Female,Single,35,Third Party,Sedan - Liability,20000 to 29000,0,400,4,more than 30,more than 4,5 years,No,No,External,none,no change,1 vehicle,3
15055,Pontiac,Urban,Male,Single,28,Third Party,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,none,5 years,No,No,External,3 to 5,no change,1 vehicle,60
15056,Mazda,Urban,Male,Single,30,Third Party,Sedan - Collision,less than 20000,0,400,3,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,60
15057,Accura,Urban,Male,Married,62,Policy Holder,Sedan - All Perils,30000 to 39000,0,400,1,more than 30,none,more than 7,No,No,External,3 to 5,4 to 8 years,2 vehicles,61
15058,Mazda,Urban,Male,Married,26,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,3
15059,Chevrolet,Urban,Male,Married,41,Third Party,Sedan - All Perils,40000 to 59000,0,400,3,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,60
15060,Honda,Urban,Male,Married,39,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,60
15061,Accura,Urban,Male,Single,61,Policy Holder,Sedan - All Perils,more than 69000,1,400,1,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
15062,Pontiac,Urban,Male,Married,43,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,60
15063,Honda,Urban,Male,Married,27,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,1,4 years,No,No,External,none,no change,1 vehicle,60
15064,Honda,Urban,Male,Married,29,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,60
15065,Honda,Urban,Male,Married,66,Policy Holder,Sport - Collision,more than 69000,1,400,2,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,60
15066,Pontiac,Urban,Male,Married,27,Policy Holder,Sedan - Liability,20000 to 29000,0,700,1,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,60
15067,Ford,Urban,Male,Married,36,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,none,more than 7,No,No,Internal,none,no change,1 vehicle,60
15068,Ford,Urban,Male,Married,70,Third Party,Sedan - Liability,60000 to 69000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,4
15069,Pontiac,Urban,Male,Married,52,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,60
15070,Honda,Urban,Male,Married,35,Policy Holder,Sedan - All Perils,less than 20000,0,400,1,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,7
15071,Pontiac,Urban,Male,Single,26,Policy Holder,Sedan - Collision,less than 20000,0,400,1,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,60
15072,Chevrolet,Rural,Male,Married,41,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,61
15073,Toyota,Urban,Female,Single,31,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,6 years,No,No,External,1 to 2,no change,1 vehicle,60
15074,Mercury,Urban,Male,Single,42,Third Party,Sedan - All Perils,more than 69000,0,400,1,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,3
15075,Chevrolet,Urban,Male,Married,59,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1
15076,Toyota,Urban,Male,Married,30,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,2
15077,Mazda,Urban,Male,Single,35,Third Party,Sedan - Collision,30000 to 39000,0,400,3,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,1
15078,Toyota,Urban,Male,Married,63,Third Party,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,1,7 years,No,No,External,none,4 to 8 years,2 vehicles,60
15079,Honda,Urban,Male,Single,29,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,61
15080,Honda,Urban,Male,Married,55,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,60
15081,Toyota,Rural,Male,Married,66,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,none,6 years,No,No,Internal,more than 5,no change,1 vehicle,60
15082,Toyota,Urban,Male,Married,66,Third Party,Sedan - Liability,40000 to 59000,0,400,1,more than 30,2 to 4,more than 7,No,No,Internal,none,no change,1 vehicle,60
15083,Honda,Urban,Male,Married,43,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,60
15084,Toyota,Urban,Male,Married,64,Third Party,Sedan - Liability,20000 to 29000,0,400,1,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1
15085,Honda,Urban,Male,Single,28,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,3
15086,Honda,Urban,Female,Single,20,Third Party,Sport - Collision,more than 69000,0,400,3,more than 30,none,5 years,No,No,External,1 to 2,no change,1 vehicle,1
15087,Honda,Urban,Male,Married,38,Policy Holder,Sedan - Collision,20000 to 29000,1,400,2,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,61
15088,Honda,Urban,Female,Married,50,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,3 to 4,61
15089,Saturn,Urban,Male,Married,28,Policy Holder,Sedan - Collision,40000 to 59000,0,400,2,more than 30,1,5 years,No,No,External,more than 5,no change,1 vehicle,4
15090,Mazda,Rural,Male,Married,42,Policy Holder,Sedan - All Perils,less than 20000,0,400,2,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,2
15091,Toyota,Urban,Male,Married,52,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,61
15092,Mazda,Urban,Male,Single,40,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,6
15093,Pontiac,Urban,Male,Married,27,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,none,5 years,No,No,External,3 to 5,no change,1 vehicle,60
15094,Honda,Urban,Male,Married,30,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,61
15095,Pontiac,Urban,Female,Married,47,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,60
15096,Toyota,Urban,Male,Married,65,Third Party,Sedan - Liability,30000 to 39000,0,500,1,more than 30,more than 4,more than 7,No,No,External,more than 5,2 to 3 years,1 vehicle,60
15097,Chevrolet,Urban,Male,Married,45,Third Party,Sedan - All Perils,20000 to 29000,0,700,4,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,60
15098,Pontiac,Urban,Female,Married,50,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,60
15099,Mazda,Rural,Male,Married,51,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,7 years,No,No,External,1 to 2,4 to 8 years,2 vehicles,60
15100,Chevrolet,Urban,Male,Single,30,Third Party,Sedan - Liability,20000 to 29000,0,400,1,more than 30,more than 4,5 years,No,No,External,none,no change,1 vehicle,61
15101,Toyota,Urban,Male,Married,48,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
15102,Pontiac,Urban,Male,Married,41,Policy Holder,Sedan - Collision,40000 to 59000,0,400,3,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,60
15103,Pontiac,Urban,Male,Single,27,Third Party,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,60
15104,Ford,Urban,Male,Married,44,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,3
15105,Pontiac,Urban,Male,Married,45,Policy Holder,Sedan - All Perils,less than 20000,0,400,2,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,61
15106,Mazda,Urban,Male,Married,54,Policy Holder,Sedan - Collision,30000 to 39000,1,400,2,more than 30,2 to 4,more than 7,No,No,External,none,1 year,1 vehicle,60
15107,Toyota,Urban,Male,Married,50,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,61
15108,Toyota,Urban,Male,Single,34,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,7 years,No,No,Internal,1 to 2,no change,1 vehicle,60
15109,Toyota,Urban,Female,Married,37,Policy Holder,Sedan - Collision,less than 20000,0,400,1,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,60
15110,Pontiac,Urban,Male,Married,55,Policy Holder,Sedan - Collision,30000 to 39000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,3
15111,Honda,Urban,Male,Married,68,Policy Holder,Sedan - All Perils,20000 to 29000,1,400,3,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,60
15112,Mazda,Urban,Male,Married,49,Third Party,Sedan - Liability,30000 to 39000,0,400,3,more than 30,2 to 4,more than 7,Yes,No,External,none,no change,1 vehicle,62
15113,Mazda,Urban,Female,Single,31,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,6
15114,Mazda,Urban,Female,Single,44,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,60
15115,Honda,Urban,Male,Single,28,Policy Holder,Sedan - Collision,20000 to 29000,1,400,2,more than 30,2 to 4,3 years,No,No,External,none,no change,1 vehicle,61
15116,Pontiac,Urban,Male,Married,31,Policy Holder,Sedan - Collision,less than 20000,0,400,1,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,61
15117,Honda,Urban,Male,Married,63,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,60
15118,Toyota,Urban,Female,Married,41,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,60
15119,Pontiac,Urban,Female,Married,36,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,60
15120,Chevrolet,Urban,Male,Married,50,Policy Holder,Utility - All Perils,more than 69000,1,400,3,more than 30,2 to 4,7 years,No,No,External,1 to 2,4 to 8 years,2 vehicles,61
15121,Mazda,Urban,Male,Married,43,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,60
15122,Honda,Urban,Male,Married,34,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,60
15123,Toyota,Rural,Male,Single,27,Third Party,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,63
15124,Honda,Urban,Female,Married,47,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,60
15125,Mazda,Urban,Female,Married,42,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
15126,Pontiac,Urban,Male,Single,28,Policy Holder,Sedan - All Perils,30000 to 39000,0,400,1,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1
15127,Mazda,Urban,Male,Single,23,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,2
15128,Honda,Urban,Male,Married,44,Third Party,Sedan - Liability,20000 to 29000,0,700,4,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1
15129,Pontiac,Urban,Male,Married,22,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,5 years,No,No,External,1 to 2,no change,3 to 4,63
15130,Pontiac,Urban,Male,Married,60,Policy Holder,Sedan - Collision,less than 20000,1,400,3,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,4
15131,Pontiac,Urban,Male,Single,34,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,60
15132,Toyota,Urban,Male,Single,26,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,60
15133,Mazda,Urban,Female,Married,34,Third Party,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,60
15134,Pontiac,Rural,Male,Married,32,Third Party,Sedan - Collision,30000 to 39000,0,400,2,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,60
15135,Mazda,Urban,Male,Married,39,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,6
15136,Pontiac,Urban,Male,Single,33,Third Party,Sedan - All Perils,30000 to 39000,0,400,3,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,60
15137,Honda,Urban,Male,Married,59,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,60
