Make,AccidentArea,Sex,MaritalStatus,Age,Fault,PolicyType,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Age_Binned,delay_weeks
Ford,Urban,Male,Married,38,Third Party,Sedan - Liability,30000 to 39000,0,400,1,more than 30,2 to 4,more than 7,Yes,No,External,more than 5,no change,1 vehicle,36-40,61
Honda,Urban,Male,Married,27,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,26-30,60
Pontiac,Urban,Male,Married,61,Third Party,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,51-65,3
Mazda,Urban,Male,Single,33,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,more than 4,6 years,No,No,External,more than 5,1 year,2 vehicles,31-35,60
Mazda,Urban,Male,Married,65,Policy Holder,Sedan - All Perils,30000 to 39000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,65+,60
Accura,Urban,Male,Married,62,Third Party,Sedan - Collision,30000 to 39000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,51-65,60
Pontiac,Urban,Female,Married,39,Policy Holder,Sedan - Liability,20000 to 29000,0,500,4,more than 30,2 to 4,7 years,No,No,External,1 to 2,2 to 3 years,1 vehicle,36-40,60
Honda,Urban,Male,Single,33,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,31-35,60
Pontiac,Urban,Female,Married,38,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,36-40,60
Honda,Urban,Male,Married,42,Policy Holder,Sedan - All Perils,30000 to 39000,0,400,1,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,41-50,62
Honda,Urban,Male,Married,41,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,7 years,No,No,Internal,more than 5,no change,1 vehicle,41-50,60
Toyota,Urban,Male,Married,38,Policy Holder,Sedan - Collision,30000 to 39000,0,400,2,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,36-40,60
Toyota,Urban,Male,Married,54,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,51-65,62
Mazda,Urban,Male,Single,26,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,6 years,No,No,External,3 to 5,no change,1 vehicle,26-30,17
Accura,Urban,Male,Married,39,Policy Holder,Sedan - Collision,more than 69000,0,400,2,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,36-40,3
Ford,Urban,Male,Married,48,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,41-50,60
Chevrolet,Rural,Male,Married,46,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,41-50,2
Mazda,Urban,Male,Married,36,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,36-40,2
Honda,Urban,Male,Single,26,Policy Holder,Sedan - Collision,more than 69000,0,400,2,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,26-30,61
Mazda,Urban,Male,Single,28,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,more than 4,6 years,No,No,External,1 to 2,no change,3 to 4,26-30,60
Honda,Urban,Female,Married,35,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,36-40,60
Chevrolet,Urban,Male,Married,53,Policy Holder,Utility - Collision,more than 69000,0,400,2,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,51-65,61
Mazda,Urban,Male,Married,79,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,65+,61
Honda,Urban,Male,Married,78,Policy Holder,Sedan - Liability,less than 20000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,65+,3
Toyota,Urban,Male,Married,54,Policy Holder,Sedan - All Perils,less than 20000,0,400,3,more than 30,none,more than 7,No,No,External,more than 5,4 to 8 years,2 vehicles,51-65,60
Toyota,Urban,Male,Married,50,Third Party,Sedan - All Perils,less than 20000,0,400,3,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,60
Mazda,Urban,Female,Married,39,Third Party,Sedan - Collision,30000 to 39000,0,400,2,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,36-40,60
Chevrolet,Urban,Male,Married,47,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,41-50,61
Chevrolet,Rural,Male,Married,45,Policy Holder,Utility - All Perils,more than 69000,1,400,3,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,41-50,2
Honda,Rural,Male,Single,29,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,26-30,60
Mazda,Urban,Male,Married,41,Third Party,Sedan - All Perils,30000 to 39000,0,400,2,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,41-50,60
Pontiac,Urban,Male,Single,24,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,21-25,60
Chevrolet,Urban,Male,Married,26,Policy Holder,Sedan - Collision,30000 to 39000,0,400,2,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,26-30,62
Mazda,Urban,Male,Single,34,Policy Holder,Sedan - All Perils,30000 to 39000,1,400,2,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,31-35,3
Honda,Urban,Female,Married,35,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,36-40,60
Mazda,Urban,Male,Single,32,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,31-35,5
Mazda,Urban,Female,Married,32,Policy Holder,Sedan - Liability,less than 20000,0,400,4,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,31-35,62
Honda,Urban,Male,Married,29,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,26-30,60
Toyota,Urban,Male,Married,33,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,Internal,1 to 2,no change,1 vehicle,31-35,62
Honda,Urban,Male,Married,64,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,51-65,60
Pontiac,Urban,Male,Married,49,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,41-50,3
Pontiac,Rural,Male,Married,53,Policy Holder,Sedan - All Perils,less than 20000,1,400,1,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,51-65,2
Pontiac,Urban,Male,Married,39,Third Party,Sedan - Collision,less than 20000,0,400,1,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,36-40,60
Mazda,Urban,Male,Married,45,Policy Holder,Sedan - Liability,30000 to 39000,0,700,2,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,41-50,60
Pontiac,Urban,Male,Married,77,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,65+,61
Toyota,Rural,Male,Married,58,Third Party,Sedan - Liability,20000 to 29000,0,400,3,more than 30,none,more than 7,No,No,External,1 to 2,4 to 8 years,2 vehicles,51-65,2
Mazda,Urban,Female,Single,35,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,36-40,61
Pontiac,Urban,Male,Single,33,Third Party,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,31-35,60
Toyota,Urban,Female,Married,44,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,41-50,60
Honda,Urban,Male,Single,31,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,31-35,2
Chevrolet,Urban,Male,Married,43,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,41-50,3
Mazda,Rural,Male,Married,43,Policy Holder,Utility - All Perils,more than 69000,0,400,4,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,41-50,60
Toyota,Urban,Male,Married,29,Policy Holder,Sedan - All Perils,more than 69000,0,400,1,more than 30,none,6 years,No,No,External,3 to 5,no change,1 vehicle,26-30,62
Toyota,Urban,Male,Married,33,Policy Holder,Sedan - Collision,less than 20000,0,400,3,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,31-35,60
Mazda,Urban,Male,Single,29,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,26-30,11
Toyota,Urban,Male,Single,33,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,31-35,60
Mazda,Urban,Female,Married,44,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,41-50,61
Toyota,Urban,Male,Married,38,Third Party,Sedan - All Perils,20000 to 29000,1,500,4,more than 30,2 to 4,7 years,No,No,External,none,2 to 3 years,1 vehicle,36-40,2
Honda,Urban,Male,Single,34,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,31-35,60
Pontiac,Urban,Male,Single,23,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,21-25,62
Honda,Urban,Male,Single,47,Policy Holder,Sedan - Liability,more than 69000,0,400,1,more than 30,more than 4,new,No,No,External,none,no change,3 to 4,41-50,60
Dodge,Urban,Male,Married,56,Policy Holder,Sedan - Collision,40000 to 59000,0,400,3,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,51-65,60
Toyota,Urban,Male,Married,31,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,31-35,60
Honda,Urban,Male,Married,30,Policy Holder,Sedan - All Perils,less than 20000,0,400,3,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,31-35,60
Toyota,Urban,Female,Married,32,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,31-35,3
Chevrolet,Rural,Male,Married,43,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,41-50,60
Chevrolet,Urban,Male,Married,50,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,more than 4,more than 7,No,No,External,1 to 2,4 to 8 years,2 vehicles,51-65,60
Pontiac,Urban,Male,Married,53,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,51-65,60
Toyota,Urban,Female,Single,31,Third Party,Sedan - Liability,30000 to 39000,0,400,3,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,31-35,61
Accura,Urban,Male,Married,34,Third Party,Sedan - Liability,30000 to 39000,0,400,3,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,31-35,2
Toyota,Urban,Male,Married,41,Third Party,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,41-50,10
Honda,Urban,Male,Married,27,Policy Holder,Sport - Collision,more than 69000,0,400,1,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,26-30,63
Pontiac,Urban,Male,Married,72,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,65+,8
Honda,Urban,Male,Married,58,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,6
Mazda,Urban,Male,Married,48,Policy Holder,Sedan - Collision,20000 to 29000,0,700,1,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,41-50,61
Toyota,Urban,Male,Single,31,Policy Holder,Sedan - All Perils,less than 20000,0,400,1,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,31-35,9
Pontiac,Urban,Male,Single,26,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,26-30,61
Pontiac,Urban,Male,Married,47,Policy Holder,Utility - All Perils,40000 to 59000,0,400,2,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,41-50,12
Pontiac,Urban,Male,Married,46,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,41-50,61
Chevrolet,Urban,Female,Married,29,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,4 years,No,No,External,more than 5,no change,1 vehicle,26-30,62
Chevrolet,Urban,Male,Married,61,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,51-65,60
Pontiac,Urban,Male,Married,32,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,31-35,60
Honda,Urban,Male,Single,17,Third Party,Sedan - All Perils,more than 69000,0,400,4,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,0-17,62
Accura,Urban,Male,Single,53,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,51-65,60
Pontiac,Urban,Male,Married,48,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,41-50,14
Pontiac,Urban,Male,Single,39,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,36-40,4
Mazda,Urban,Female,Married,34,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,31-35,61
Toyota,Urban,Male,Married,46,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,none,more than 7,No,No,External,more than 5,4 to 8 years,2 vehicles,41-50,60
Pontiac,Urban,Male,Married,29,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,26-30,60
Honda,Urban,Male,Single,21,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,21-25,60
Honda,Urban,Male,Married,36,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,36-40,4
Chevrolet,Urban,Male,Married,45,Policy Holder,Sedan - Liability,40000 to 59000,0,400,1,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,41-50,1
Mazda,Urban,Male,Married,48,Third Party,Sedan - All Perils,30000 to 39000,0,400,3,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,41-50,61
Pontiac,Urban,Male,Single,29,Policy Holder,Sedan - Collision,more than 69000,0,400,3,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,26-30,60
Pontiac,Urban,Male,Married,29,Policy Holder,Sedan - Liability,more than 69000,0,400,1,more than 30,none,7 years,No,No,External,3 to 5,1 year,1 vehicle,26-30,61
Toyota,Urban,Male,Married,36,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,36-40,60
Toyota,Urban,Male,Married,35,Third Party,Sedan - Liability,30000 to 39000,0,400,4,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,36-40,61
Pontiac,Urban,Male,Married,78,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,65+,60
Chevrolet,Urban,Male,Married,44,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,41-50,2
Pontiac,Urban,Male,Married,42,Policy Holder,Sedan - Collision,30000 to 39000,0,400,2,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,41-50,2
Chevrolet,Urban,Male,Married,60,Policy Holder,Sedan - Collision,30000 to 39000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,60
Chevrolet,Urban,Male,Single,41,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,Internal,more than 5,no change,3 to 4,41-50,15
Chevrolet,Urban,Male,Married,38,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,36-40,1
Accura,Urban,Male,Married,30,Policy Holder,Sedan - Liability,more than 69000,0,400,1,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,31-35,61
Toyota,Urban,Male,Married,38,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,36-40,61
Mazda,Urban,Male,Single,35,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,36-40,60
Honda,Urban,Male,Married,42,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,41-50,61
Mazda,Urban,Male,Married,40,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,41-50,60
VW,Urban,Male,Single,34,Policy Holder,Sedan - Collision,20000 to 29000,0,500,3,more than 30,1,6 years,No,No,External,none,2 to 3 years,2 vehicles,31-35,60
Ford,Rural,Male,Married,30,Policy Holder,Sedan - All Perils,40000 to 59000,1,400,2,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,31-35,10
Honda,Rural,Female,Single,26,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,26-30,60
Pontiac,Urban,Male,Married,29,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,26-30,1
Mazda,Urban,Male,Single,29,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,26-30,60
Pontiac,Urban,Male,Single,24,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,none,5 years,No,No,External,more than 5,no change,1 vehicle,21-25,60
Pontiac,Urban,Male,Single,39,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,36-40,60
Toyota,Urban,Male,Single,46,Policy Holder,Sedan - All Perils,more than 69000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,41-50,61
Toyota,Urban,Female,Married,37,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,36-40,2
Chevrolet,Urban,Male,Married,30,Third Party,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,31-35,60
Ford,Urban,Male,Widow,64,Policy Holder,Sedan - Collision,40000 to 59000,0,400,2,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,51-65,60
Toyota,Urban,Male,Married,23,Policy Holder,Sedan - All Perils,less than 20000,0,400,3,more than 30,1,5 years,No,No,External,more than 5,no change,1 vehicle,21-25,60
Mazda,Urban,Male,Married,36,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,36-40,63
Pontiac,Urban,Female,Single,19,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,2 years,No,No,External,more than 5,no change,1 vehicle,18-20,60
Saab,Urban,Male,Single,28,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,more than 4,6 years,No,No,External,3 to 5,no change,1 vehicle,26-30,60
Pontiac,Urban,Male,Married,51,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,6 years,No,No,External,1 to 2,no change,1 vehicle,51-65,62
Accura,Urban,Male,Married,57,Policy Holder,Utility - All Perils,more than 69000,1,400,3,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,51-65,2
Mazda,Rural,Male,Married,48,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,41-50,3
Pontiac,Urban,Female,Single,48,Policy Holder,Sedan - Collision,30000 to 39000,0,400,2,more than 30,2 to 4,7 years,Yes,No,External,more than 5,no change,1 vehicle,41-50,60
Pontiac,Urban,Male,Married,39,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,36-40,61
Chevrolet,Urban,Female,Single,64,Policy Holder,Sedan - Collision,20000 to 29000,1,400,2,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,51-65,1
Chevrolet,Rural,Male,Single,29,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,5 years,No,No,External,none,4 to 8 years,2 vehicles,26-30,61
Pontiac,Urban,Male,Divorced,46,Policy Holder,Sedan - Collision,20000 to 29000,1,400,4,more than 30,none,6 years,No,No,External,3 to 5,no change,1 vehicle,41-50,1
Honda,Urban,Male,Single,34,Third Party,Sedan - All Perils,30000 to 39000,0,400,1,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,31-35,62
Honda,Urban,Male,Married,43,Policy Holder,Sedan - Collision,30000 to 39000,1,400,1,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,41-50,1
Mazda,Urban,Male,Married,29,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,8 to 15,none,6 years,No,No,External,none,no change,1 vehicle,26-30,61
Chevrolet,Urban,Male,Married,46,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,6 years,Yes,No,External,none,no change,1 vehicle,41-50,60
Chevrolet,Urban,Female,Single,38,Third Party,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,36-40,60
Chevrolet,Urban,Male,Single,56,Third Party,Sedan - Collision,20000 to 29000,0,700,3,more than 30,more than 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,51-65,2
Pontiac,Urban,Male,Married,57,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,51-65,60
Pontiac,Urban,Female,Single,29,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,26-30,61
Honda,Urban,Male,Married,26,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,26-30,11
Chevrolet,Urban,Male,Single,30,Policy Holder,Sedan - All Perils,20000 to 29000,1,400,3,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,31-35,1
Toyota,Urban,Female,Single,34,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,more than 4,6 years,Yes,No,External,none,no change,1 vehicle,31-35,61
Mazda,Urban,Male,Divorced,26,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,8 to 15,none,7 years,No,No,External,none,no change,3 to 4,26-30,60
Pontiac,Urban,Male,Married,65,Third Party,Sedan - All Perils,30000 to 39000,0,400,3,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,65+,1
Pontiac,Urban,Male,Single,32,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,31-35,61
Honda,Urban,Male,Married,59,Policy Holder,Sedan - Collision,30000 to 39000,1,400,3,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,1
Mazda,Urban,Male,Single,27,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,26-30,1
Chevrolet,Rural,Male,Single,27,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,5 years,No,No,External,1 to 2,no change,1 vehicle,26-30,60
Mazda,Urban,Male,Married,67,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,65+,60
Pontiac,Urban,Male,Single,26,Third Party,Sedan - Collision,30000 to 39000,0,400,3,more than 30,more than 4,7 years,No,No,Internal,more than 5,no change,1 vehicle,26-30,61
Honda,Urban,Male,Married,26,Third Party,Sedan - Collision,30000 to 39000,0,400,2,more than 30,none,7 years,No,No,Internal,none,no change,1 vehicle,26-30,60
Mazda,Urban,Female,Married,49,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,41-50,60
Mercury,Urban,Female,Married,49,Policy Holder,Sedan - Collision,more than 69000,0,400,3,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,41-50,1
Chevrolet,Urban,Male,Married,43,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,41-50,2
Toyota,Rural,Male,Single,31,Third Party,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,31-35,60
Mazda,Urban,Male,Married,21,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,21-25,60
Pontiac,Urban,Male,Single,27,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,26-30,60
Pontiac,Urban,Male,Married,45,Policy Holder,Sedan - Liability,more than 69000,0,400,1,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,41-50,60
Ford,Urban,Male,Single,29,Policy Holder,Sedan - All Perils,60000 to 69000,0,400,1,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,26-30,61
Honda,Urban,Male,Married,44,Policy Holder,Sedan - Liability,30000 to 39000,0,500,3,more than 30,2 to 4,7 years,No,No,External,3 to 5,2 to 3 years,1 vehicle,41-50,5
